Weight of Layer 1,Weight,736,0.30518949,0.30518949,,,,,,,,,,,
Weight of Layer 1,Weight,767,0.304834068,0.304834068,,,,,,,,,,,
Weight of Layer 1,Weight,737,0.293700337,0.293700337,,,,,,,,,,,
Weight of Layer 1,Weight,72,0.289293528,0.289293528,,,,,,,,,,,
Weight of Layer 1,Weight,393,-0.285324723,0.285324723,,,,,,,,,,,
Weight of Layer 1,Weight,67,0.28355673,0.28355673,,,,,,,,,,,
Weight of Layer 1,Weight,75,-0.282389671,0.282389671,,,,,,,,,,,
Weight of Layer 1,Weight,769,0.276257187,0.276257187,,,,,,,,,,,
Weight of Layer 1,Weight,115,0.270718455,0.270718455,,,,,,,,,,,
Weight of Layer 1,Weight,704,-0.270277202,0.270277202,,,,,,,,,,,0
Weight of Layer 1,Weight,708,0.266409934,0.266409934,,,,,,,,0,,,
Weight of Layer 1,Weight,749,0.25719437,0.25719437,,,,,,,,,,,
Weight of Layer 1,Weight,301,0.249362618,0.249362618,,,,,,,,,,1,
Weight of Layer 1,Weight,305,-0.249026358,0.249026358,,,,,,,,,0,,
Weight of Layer 1,Weight,734,0.243209869,0.243209869,,,,,,,,,,,
Weight of Layer 1,Weight,116,0.241881311,0.241881311,,,,,,,,,,,
Weight of Layer 1,Weight,256,0.241671547,0.241671547,,,,,,,,,,,
Weight of Layer 1,Weight,321,-0.235711128,0.235711128,,,1,,1,,0,,,,
Weight of Layer 1,Weight,707,0.234635845,0.234635845,,,,,,,,,,,
Weight of Layer 1,Weight,71,0.234584823,0.234584823,,,,,,,,,,,
Weight of Layer 1,Weight,285,0.234411672,0.234411672,,,,,,,,,,,
Weight of Layer 1,Weight,394,0.233183384,0.233183384,,,,,,0,,,,,
Weight of Layer 1,Weight,228,0.228744134,0.228744134,,,,,,,,,,,
Weight of Layer 1,Weight,735,0.227361694,0.227361694,,,,,,,,,,,
Weight of Layer 1,Weight,328,0.227076367,0.227076367,,,,0,,,1,,,1,
Weight of Layer 1,Weight,334,-0.226430386,0.226430386,,,,,,,,,,,
Weight of Layer 1,Weight,172,0.225791439,0.225791439,,,,,,,,0,,,
Weight of Layer 1,Weight,447,0.225697607,0.225697607,,,,,,,,,,,
Weight of Layer 1,Weight,198,0.222933114,0.222933114,,,,,,,,,,,
Weight of Layer 1,Weight,271,0.22270748,0.22270748,,1,,,,,,,,1,
Weight of Layer 1,Weight,248,-0.222652316,0.222652316,,,,1,,1,,,,,
Weight of Layer 1,Weight,452,0.221820831,0.221820831,,,,,,,,,,,
Weight of Layer 1,Weight,340,0.219185099,0.219185099,,,,,,,,,,,
Weight of Layer 1,Weight,333,-0.218542516,0.218542516,,,,,,,,,,,
Weight of Layer 1,Weight,290,-0.218451411,0.218451411,,,,,,,,1,,,
Weight of Layer 1,Weight,230,0.21730797,0.21730797,,,,,,,,,,,
Weight of Layer 1,Weight,291,-0.21481286,0.21481286,,,,1,,,0,,,,0
Weight of Layer 1,Weight,278,-0.214777052,0.214777052,,0,,,,,,,,,
Weight of Layer 1,Weight,481,0.214593098,0.214593098,,,,,,,,,,,
Weight of Layer 1,Weight,286,0.214512259,0.214512259,,,,,,,,,,,
Weight of Layer 1,Weight,640,-0.21425584,0.21425584,,,,,,,,,,,
Weight of Layer 1,Weight,203,0.214193106,0.214193106,,1,,,,,,,,1,
Weight of Layer 1,Weight,765,0.214177057,0.214177057,,,,,,,0,,,,
Weight of Layer 1,Weight,768,-0.211713329,0.211713329,,,,,,,,,,,
Weight of Layer 1,Weight,750,0.211530477,0.211530477,,,,,,,,,,,
Weight of Layer 1,Weight,368,0.210648656,0.210648656,,,,,,,,,,,
Weight of Layer 1,Weight,324,0.209130809,0.209130809,,,,,,,,0,,,
Weight of Layer 1,Weight,293,-0.208996683,0.208996683,,,1,,,,0,,,0,0
Weight of Layer 1,Weight,298,0.20848152,0.20848152,,,,0,,0,,,1,1,
Weight of Layer 1,Weight,306,-0.20804961,0.20804961,,,,,,,,,,,
Weight of Layer 1,Weight,145,0.207920298,0.207920298,,,,,,,,,,,
Weight of Layer 1,Weight,530,-0.207599625,0.207599625,,,,,,,,,,,
Weight of Layer 1,Weight,318,-0.20713447,0.20713447,,,1,,,1,0,,0,,
Weight of Layer 1,Weight,421,-0.205580533,0.205580533,,,,,,,,,0,,
Weight of Layer 1,Weight,143,0.205545336,0.205545336,,,,,,,,,,,
Weight of Layer 1,Weight,326,0.205434307,0.205434307,,1,,,,,1,,,1,1
Weight of Layer 1,Weight,766,0.203176126,0.203176126,,,,,,,,,,,
Weight of Layer 1,Weight,243,0.203020051,0.203020051,,1,,,0,,,0,1,1,
Weight of Layer 1,Weight,697,-0.203006119,0.203006119,,,,,,,,,,,
Weight of Layer 1,Weight,317,-0.20262,0.20262,,,1,,,,,1,,,
Weight of Layer 1,Weight,319,-0.200722843,0.200722843,,,,1,1,,,,0,,0
Weight of Layer 1,Weight,257,0.199047208,0.199047208,,,,,,,,,,,
Weight of Layer 1,Weight,320,-0.198352113,0.198352113,,,,1,,,,,,,0
Weight of Layer 1,Weight,200,0.198338971,0.198338971,,,,,,,,,,,
Weight of Layer 1,Weight,389,-0.197784051,0.197784051,,,,,,,,,,,
Weight of Layer 1,Weight,292,-0.19635205,0.19635205,,,1,,1,,,,,0,
Weight of Layer 1,Weight,354,0.196340919,0.196340919,,1,,,0,,,,,,1
Weight of Layer 1,Weight,268,0.195765853,0.195765853,,,,,,,1,0,1,,
Weight of Layer 1,Weight,78,-0.195621505,0.195621505,,,,,,,,,,,
Weight of Layer 1,Weight,80,-0.195474863,0.195474863,,,,,,,,,,,
Weight of Layer 1,Weight,705,0.195395872,0.195395872,,,,,,,,,,,
Weight of Layer 1,Weight,770,-0.195391327,0.195391327,,,,,0,,,,,,
Weight of Layer 1,Weight,79,-0.194726765,0.194726765,,,,,,,,,,,
Weight of Layer 1,Weight,304,-0.194121167,0.194121167,,,,0,,,,,,,
Weight of Layer 1,Weight,415,-0.193628475,0.193628475,,,,,,,,,,0,
Weight of Layer 1,Weight,313,0.19155395,0.19155395,,,,,,0,,,,,
Weight of Layer 1,Weight,213,0.190181747,0.190181747,,,,,,,,,1,,1
Weight of Layer 1,Weight,92,0.189682558,0.189682558,,,,,,,,,,,
Weight of Layer 1,Weight,613,-0.189411208,0.189411208,,,,,,,,,,,
Weight of Layer 1,Weight,349,-0.189231679,0.189231679,,,,,,,0,,,,
Weight of Layer 1,Weight,279,-0.188846976,0.188846976,,,,0,,,,,,,
Weight of Layer 1,Weight,229,0.18855451,0.18855451,,,,,,,,,,,
Weight of Layer 1,Weight,191,-0.187834948,0.187834948,,,,1,,,,,,,
Weight of Layer 1,Weight,372,-0.187661365,0.187661365,,,,,,,,1,,,
Weight of Layer 1,Weight,404,-0.185621455,0.185621455,,,,,1,,,,,,
Weight of Layer 1,Weight,261,-0.185606703,0.185606703,,,1,,,,,,,,
Weight of Layer 1,Weight,299,0.185515925,0.185515925,,1,,,,,,,,,
Weight of Layer 1,Weight,593,0.184289202,0.184289202,,,,,,,,,,,
Weight of Layer 1,Weight,303,-0.184133202,0.184133202,,,,,,,,,,,
Weight of Layer 1,Weight,454,0.183276415,0.183276415,,,,,,,,,0,,
Weight of Layer 1,Weight,677,0.182700828,0.182700828,,,,,,,,,,,
Weight of Layer 1,Weight,670,-0.182314172,0.182314172,,,,,,,,,,,
Weight of Layer 1,Weight,190,-0.181775749,0.181775749,,,1,1,1,,,,,,
Weight of Layer 1,Weight,91,0.181582779,0.181582779,,,,,,,,,,,
Weight of Layer 1,Weight,132,-0.181429923,0.181429923,,,,,,,,,,,
Weight of Layer 1,Weight,353,0.181397155,0.181397155,,,,,,,,,,,
Weight of Layer 1,Weight,588,-0.180741057,0.180741057,,,,,,,,,,,
Weight of Layer 1,Weight,347,-0.180603161,0.180603161,,,,,,,0,,,,
Weight of Layer 1,Weight,254,0.180149913,0.180149913,,,,,,,,,,,
Weight of Layer 1,Weight,537,0.180090457,0.180090457,,,,,,,,,,,
Weight of Layer 1,Weight,620,0.179958433,0.179958433,,,,,,,1,,,,
Weight of Layer 1,Weight,264,-0.179456174,0.179456174,,,,,,,,,,,
Weight of Layer 1,Weight,295,0.178288415,0.178288415,,,,,,,,,1,,
Weight of Layer 1,Weight,117,0.177748889,0.177748889,,,,,,,,,,,
Weight of Layer 1,Weight,619,0.177679434,0.177679434,,,,,,,,,,,
Weight of Layer 1,Weight,450,0.177227259,0.177227259,,,,,,,,,,,
Weight of Layer 1,Weight,288,-0.17680198,0.17680198,,,,,,,,,0,,
Weight of Layer 1,Weight,382,0.176678941,0.176678941,,,,,,0,,,,,
Weight of Layer 1,Weight,74,-0.176361948,0.176361948,,,,,,,,,0,,
Weight of Layer 1,Weight,97,0.176357344,0.176357344,,,,,,,,,,,
Weight of Layer 1,Weight,647,0.176070929,0.176070929,,0,,,,,,,,,
Weight of Layer 1,Weight,289,-0.176054507,0.176054507,,,,,,,,1,,,
Weight of Layer 1,Weight,90,0.175631508,0.175631508,,,,,,,,,,,
Weight of Layer 1,Weight,259,0.175289154,0.175289154,,0,,,,,,,,,
Weight of Layer 1,Weight,126,0.175225988,0.175225988,,,,,,,,,,1,
Weight of Layer 1,Weight,282,0.175190032,0.175190032,,,,,,,,,,,
Weight of Layer 1,Weight,587,0.17516315,0.17516315,,,,,,,,0,,,
Weight of Layer 1,Weight,361,-0.17496489,0.17496489,,,,,,,,,,,
Weight of Layer 1,Weight,237,-0.174456328,0.174456328,,,,,,,,1,,,
Weight of Layer 1,Weight,226,0.174326539,0.174326539,,,,,,,,,,,
Weight of Layer 1,Weight,165,-0.173579812,0.173579812,,,,,,,,,,,
Weight of Layer 1,Weight,263,-0.172539532,0.172539532,,,1,,,,,,0,,
Weight of Layer 1,Weight,252,-0.172374785,0.172374785,,,,,,,,,,,
Weight of Layer 1,Weight,274,-0.172247604,0.172247604,,,,,,1,,,,,
Weight of Layer 1,Weight,721,0.171984941,0.171984941,,,,,,,,,,,
Weight of Layer 1,Weight,174,0.171870276,0.171870276,,,,,,,,,,,
Weight of Layer 1,Weight,144,0.171822608,0.171822608,,,,,,,,,,,
Weight of Layer 1,Weight,124,0.171434224,0.171434224,,,,,,,,,,1,
Weight of Layer 1,Weight,235,-0.171432525,0.171432525,,,,,,,,,0,,
Weight of Layer 1,Weight,356,0.170823067,0.170823067,,1,,,,,1,,,,
Weight of Layer 1,Weight,250,-0.169926316,0.169926316,,,,,,,,,,,
Weight of Layer 1,Weight,204,0.169396102,0.169396102,,,,,,,,,,1,
Weight of Layer 1,Weight,564,0.169390574,0.169390574,,,,,,,,,,0,
Weight of Layer 1,Weight,167,-0.169221133,0.169221133,,,,,,0,,,,,
Weight of Layer 1,Weight,331,-0.169211924,0.169211924,,,,,0,,,,,,
Weight of Layer 1,Weight,232,0.168533608,0.168533608,,,,,,,,,,,
Weight of Layer 1,Weight,240,0.167512998,0.167512998,,,,,,,,,,,1
Weight of Layer 1,Weight,192,-0.167341754,0.167341754,,,,1,,,,,,,
Weight of Layer 1,Weight,451,0.165553614,0.165553614,,,,,,,,,,,
Weight of Layer 1,Weight,648,0.165382475,0.165382475,,,,,,,,,,,
Weight of Layer 1,Weight,150,0.165287599,0.165287599,,1,,,,,,,,,1
Weight of Layer 1,Weight,614,-0.165235773,0.165235773,,,,,,,,,,,
Weight of Layer 1,Weight,557,-0.165116131,0.165116131,,,,,,,,,,,
Weight of Layer 1,Weight,362,-0.165045559,0.165045559,,,,,,,,,,,
Weight of Layer 1,Weight,478,0.164092898,0.164092898,,,,,,,,,,,
Weight of Layer 1,Weight,164,-0.164060965,0.164060965,,,,,,,,,,,
Weight of Layer 1,Weight,330,0.164043412,0.164043412,,,,,,,,,,,
Weight of Layer 1,Weight,221,-0.163536713,0.163536713,,,,1,,1,,,,,
Weight of Layer 1,Weight,202,0.163422555,0.163422555,,,,,,,,,,,
Weight of Layer 1,Weight,639,-0.162490517,0.162490517,,,,,,,,,,,
Weight of Layer 1,Weight,160,-0.162218884,0.162218884,,,1,,,,0,,,,
Weight of Layer 1,Weight,499,0.160858929,0.160858929,,,,,,,,,,,
Weight of Layer 1,Weight,118,0.160584256,0.160584256,,,,,,0,,,,,
Weight of Layer 1,Weight,280,-0.160562232,0.160562232,,,,,,,,,,,
Weight of Layer 1,Weight,562,0.160283938,0.160283938,,,,,,,,,,,
Weight of Layer 1,Weight,725,-0.160115868,0.160115868,,,,,,,,,,,0
Weight of Layer 1,Weight,503,-0.159653351,0.159653351,,,,,,,,,,,
Weight of Layer 1,Weight,146,0.159287065,0.159287065,,1,,,,,,,,,
Weight of Layer 1,Weight,137,-0.159257382,0.159257382,,,,,,,,,,,
Weight of Layer 1,Weight,544,-0.158911958,0.158911958,,,,,,,,,,,
Weight of Layer 1,Weight,425,0.158363074,0.158363074,,,,,,,,,,,
Weight of Layer 1,Weight,94,0.158284724,0.158284724,,,,,,,,,,,
Weight of Layer 1,Weight,70,0.158040196,0.158040196,,,,,,,,,,,
Weight of Layer 1,Weight,138,-0.157727629,0.157727629,,,,,,,,,,,
Weight of Layer 1,Weight,418,-0.157042861,0.157042861,,,,,,,,,,,
Weight of Layer 1,Weight,220,-0.156856149,0.156856149,,,,,,,,,,,
Weight of Layer 1,Weight,182,0.156258479,0.156258479,,,,,,,,,,,
Weight of Layer 1,Weight,247,-0.154448479,0.154448479,,,,,,,,,,,
Weight of Layer 1,Weight,277,-0.154215336,0.154215336,,,,,,1,,,,,
Weight of Layer 1,Weight,585,-0.154077902,0.154077902,,,,,,,,,,,
Weight of Layer 1,Weight,511,-0.15187563,0.15187563,,,,1,,1,,,,,
Weight of Layer 1,Weight,387,-0.15180473,0.15180473,,,,,,,,,,,
Weight of Layer 1,Weight,312,0.151579157,0.151579157,,,,,,,,,,,
Weight of Layer 1,Weight,381,0.151331052,0.151331052,,,,,,,,,,,
Weight of Layer 1,Weight,343,-0.151060566,0.151060566,,,,,,,,,,,
Weight of Layer 1,Weight,363,-0.150656804,0.150656804,,,,,,,,,,,
Weight of Layer 1,Weight,227,0.150034308,0.150034308,,,,,,,,,,,
Weight of Layer 1,Weight,127,0.149829283,0.149829283,,,,,,,,,,,0
Weight of Layer 1,Weight,109,-0.148819998,0.148819998,,,,,,,,,,,
Weight of Layer 1,Weight,73,-0.148416936,0.148416936,,,0,,,,,,,,
Weight of Layer 1,Weight,590,0.148175418,0.148175418,,,,,,,,,,,
Weight of Layer 1,Weight,275,-0.147315085,0.147315085,,,,,,1,,,,,
Weight of Layer 1,Weight,408,0.147034958,0.147034958,,,,,,,,,,,
Weight of Layer 1,Weight,238,-0.146415174,0.146415174,,,,,,,,,,,
Weight of Layer 1,Weight,310,0.146160319,0.146160319,,,,,,,,,,,
Weight of Layer 1,Weight,428,-0.145461544,0.145461544,,,1,,,,,,,,
Weight of Layer 1,Weight,76,-0.145024508,0.145024508,,,,,,,,,,,
Weight of Layer 1,Weight,205,0.144575626,0.144575626,,,,,,,,,,,
Weight of Layer 1,Weight,652,0.143774956,0.143774956,,1,,,,,,,,,
Weight of Layer 1,Weight,599,-0.143769607,0.143769607,,,,,,,,,,,
Weight of Layer 1,Weight,69,0.143569574,0.143569574,,,,,,,,,,,
Weight of Layer 1,Weight,417,-0.143425554,0.143425554,,,,,,,,,,,
Weight of Layer 1,Weight,180,0.142869219,0.142869219,,,,0,,,1,,,,
Weight of Layer 1,Weight,236,-0.142645597,0.142645597,,,,,,,,,0,,
Weight of Layer 1,Weight,482,-0.14244476,0.14244476,,,,,,,,,,,
Weight of Layer 1,Weight,222,-0.141555175,0.141555175,,,,,,,,,,,
Weight of Layer 1,Weight,592,0.141283706,0.141283706,,,,,,,,,,,
Weight of Layer 1,Weight,410,0.140774459,0.140774459,,,,,,,,,,1,
Weight of Layer 1,Weight,206,0.140689909,0.140689909,,,,,,,,,,,
Weight of Layer 1,Weight,173,0.139746025,0.139746025,,,,0,,,,,,,
Weight of Layer 1,Weight,360,-0.139717028,0.139717028,,,,,,,,,,,
Weight of Layer 1,Weight,536,0.13968724,0.13968724,,,,,,,,,,,
Weight of Layer 1,Weight,745,0.138300091,0.138300091,,,,,,,,,,,
Weight of Layer 1,Weight,457,-0.137632683,0.137632683,,,1,,,,,,,,
Weight of Layer 1,Weight,637,-0.137600124,0.137600124,,,,,,,,,,,
Weight of Layer 1,Weight,329,0.13748692,0.13748692,,,,,,0,,,,,
Weight of Layer 1,Weight,346,-0.136980563,0.136980563,,,,,1,,,,,,
Weight of Layer 1,Weight,223,-0.136615187,0.136615187,,,,,,,,,,,
Weight of Layer 1,Weight,724,-0.136264622,0.136264622,,,,,,,0,,,,
Weight of Layer 1,Weight,676,0.135008618,0.135008618,,,,,,,,,,,
Weight of Layer 1,Weight,591,0.134606779,0.134606779,,,,,,,,,,,
Weight of Layer 1,Weight,308,-0.134558275,0.134558275,,,,,,,,,,,
Weight of Layer 1,Weight,135,-0.134540141,0.134540141,,,,,,,,,,,
Weight of Layer 1,Weight,379,0.13424471,0.13424471,,,,,,,,0,,,
Weight of Layer 1,Weight,231,0.133836105,0.133836105,,1,,,,,,,,,
Weight of Layer 1,Weight,96,0.133527428,0.133527428,,,,,,,,,,,
Weight of Layer 1,Weight,311,0.133515626,0.133515626,,,,,,,,,,,
Weight of Layer 1,Weight,101,0.133114785,0.133114785,,,,,,,,,,,
Weight of Layer 1,Weight,545,-0.131957561,0.131957561,,,,1,1,,,1,,,
Weight of Layer 1,Weight,251,-0.131887943,0.131887943,,,,,,,,,,,
Weight of Layer 1,Weight,255,0.131541863,0.131541863,,,,,,,,,,,
Weight of Layer 1,Weight,559,-0.131299615,0.131299615,,,,,,,,,,,
Weight of Layer 1,Weight,563,0.130293757,0.130293757,,,,,,,,,,,
Weight of Layer 1,Weight,622,0.130208135,0.130208135,,,,,,,,,,,
Weight of Layer 1,Weight,178,0.129993021,0.129993021,,,,0,,,,,,,
Weight of Layer 1,Weight,723,-0.129565895,0.129565895,,,,,,,,,,,
Weight of Layer 1,Weight,315,-0.12813969,0.12813969,,,,,,,,0,,,
Weight of Layer 1,Weight,133,-0.127956107,0.127956107,,,,,,,,,,,
Weight of Layer 1,Weight,77,-0.127912581,0.127912581,,,,,,,,,,,
Weight of Layer 1,Weight,720,0.126763821,0.126763821,,,,,,,,,,,
Weight of Layer 1,Weight,123,0.126716763,0.126716763,,,,,,,,,,1,
Weight of Layer 1,Weight,120,0.126092732,0.126092732,,,,,,,,,,1,
Weight of Layer 1,Weight,106,-0.125800073,0.125800073,,,,,,,,,,,
Weight of Layer 1,Weight,66,0.12554124,0.12554124,,,,,,,,,,,
Weight of Layer 1,Weight,216,-0.124960147,0.124960147,,,,,,,,,0,,0
Weight of Layer 1,Weight,176,0.124336399,0.124336399,,,,,,,,,,,
Weight of Layer 1,Weight,344,-0.124219596,0.124219596,,,,,,,,,,,
Weight of Layer 1,Weight,201,0.124152802,0.124152802,,,,,,,,,,,
Weight of Layer 1,Weight,507,0.124144658,0.124144658,,,,,,,,,,,
Weight of Layer 1,Weight,244,0.123967305,0.123967305,,,,,0,,,,,,
Weight of Layer 1,Weight,332,-0.123749241,0.123749241,,,0,,,,,,,,
Weight of Layer 1,Weight,571,-0.123536177,0.123536177,,,,,,,,,,,
Weight of Layer 1,Weight,175,0.122104317,0.122104317,,,,,,,,,,,
Weight of Layer 1,Weight,195,-0.121810742,0.121810742,,,,,,,,,,,
Weight of Layer 1,Weight,509,0.121059038,0.121059038,,,,,,,,,,,0
Weight of Layer 1,Weight,269,0.12093427,0.12093427,,,,,,,,,,,
Weight of Layer 1,Weight,494,0.12090423,0.12090423,,,,,,,,,,,
Weight of Layer 1,Weight,659,-0.12088421,0.12088421,,,,,,,,,,,
Weight of Layer 1,Weight,234,-0.120550036,0.120550036,,,,,,,,,0,,
Weight of Layer 1,Weight,102,0.120008916,0.120008916,,,,,,,,,,,
Weight of Layer 1,Weight,297,0.119675368,0.119675368,,,,,,,,,,,
Weight of Layer 1,Weight,68,0.119629495,0.119629495,,,,,,,,,,,
Weight of Layer 1,Weight,434,0.119318768,0.119318768,,,,,,,1,,,,
Weight of Layer 1,Weight,266,-0.119060665,0.119060665,,,1,,1,1,,,,,0
Weight of Layer 1,Weight,535,0.118835151,0.118835151,,,,,,,,,,,
Weight of Layer 1,Weight,678,0.118815087,0.118815087,,,,,,,,,,,
Weight of Layer 1,Weight,217,-0.118659951,0.118659951,,,,,,,,,0,,
Weight of Layer 1,Weight,680,0.117918327,0.117918327,,1,,,,,,,,,
Weight of Layer 1,Weight,594,0.117654063,0.117654063,,,,,,,,,,,
Weight of Layer 1,Weight,242,0.117324673,0.117324673,,,,,,,1,,,,
